    0.0000,    0.0000,    0.0080
    5.0000,   -0.3000,    0.0160
   10.0000,   -0.5940,    0.0400
   15.0000,   -0.8760,    0.0780
   20.0000,   -1.1390,    0.1270
   25.0000,   -1.3655,    0.1850
   30.0000,   -1.5920,    0.2430
   35.0000,   -1.7770,    0.3010
   40.0000,   -1.9175,    0.3465
   45.0000,   -2.0580,    0.3920
